['羽毛球集锦', ['羽毛球', '集锦', '空', '空', '空'], ['体育其它', '体育类'], ['中央电视台体育频道']]
['财富之夜', ['财富', '之夜', '空', '空', '空'], ['财经类', '收藏/鉴宝'], ['BTV-财经']]
['猪猪侠之勇闯巨人岛', ['猪猪', '侠', '之', '勇闯', '巨人'], ['电影其它', '电影类'], ['湖南广播电视台金鹰卡通频道']]
['飞虎传奇', ['飞虎', '传奇', '空', '空', '空'], ['战争', '电视剧类'], ['广东电视台卫视频道']]
['财新时间', ['财新', '时间', '空', '空', '空'], ['专题类', '访谈'], ['甘肃电视台卫视频道']]
['富贵兵团', ['富贵', '兵团', '空', '空', '空'], ['港澳台电影', '电影类'], ['BTV-影视']]
['草原豆思之彩虹的故乡', ['草原', '豆思', '之', '彩虹', '的'], ['动画', '青少类'], ['宁夏电视台卫视频道']]
['十一直播室', ['十一', '直播室', '空', '空', '空'], ['新闻/时事其它', '新闻/时事类'], ['黑龙江电视台卫视频道']]
['大顺一九二七', ['大顺', '一九二', '七', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['康熙微服私访记第二部', ['康熙', '微服私访', '记', '第二部', '空'], ['戏说演绎', '电视剧类'], ['安徽广播电视台卫视频道']]
['潮童天下', ['潮童', '天下', '空', '空', '空'], ['青少综艺', '青少类'], ['上海广播电视台东方卫视频道']]
['后会无期', ['后会无期', '空', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['爱心快餐', ['爱心', '快餐', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['人文深呼吸', ['人文', '深呼吸', '空', '空', '空'], ['专题类', '专题其它'], ['浙江电视台卫视频道']]
['五郎八卦棍', ['五郎', '八卦', '棍', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['猫鼠游戏', ['猫鼠', '游戏', '空', '空', '空'], ['其它国家电影', '电影类'], ['四川广播电视台卫视频道']]
['广东十大最美家庭揭晓仪式', ['广东', '十大', '最美', '家庭', '揭晓'], ['颁奖晚会', '综艺类'], ['广东电视台卫视频道']]
['寻宝', ['寻宝', '空', '空', '空', '空'], ['财经类', '收藏/鉴宝'], ['中央电视台新闻综合频道']]
['胜者传奇', ['胜者', '传奇', '空', '空', '空'], ['搏击', '体育类'], ['宁夏电视台卫视频道']]
['武圣', ['武圣', '空', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['无名英雄', ['无名英雄', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['亚洲音乐盛典', ['亚洲', '音乐盛典', '空', '空', '空'], ['音乐类', '演唱会'], ['中央电视台音乐频道']]
['万象解密', ['万象', '解密', '空', '空', '空'], ['科普', '专题类'], ['深圳市电视台卫视频道']]
['假面疑云', ['假面', '疑云', '空', '空', '空'], ['内地电影', '电影类'], ['四川广播电视台卫视频道']]
['满汉全席', ['满汉全席', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['论道', ['论道', '空', '空', '空', '空'], ['专题类', '访谈'], ['贵州电视台卫视频道']]
['血战午城', ['血战', '午城', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['平安365', ['平安', '365', '空', '空', '空'], ['生活服务类', '生活服务其它'], ['中央电视台社会与法']]
['K歌全民星', ['K', '歌', '全民', '星', '空'], ['真人秀', '综艺类'], ['上海广播电视台东方卫视频道']]
['白云山传奇', ['白云山', '传奇', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['M1国际综合格斗挑战赛', ['M1', '国际', '综合', '格斗', '挑战赛'], ['搏击', '体育类'], ['中央电视台体育频道']]
['撒娇女人最好命', ['撒娇', '女人', '最好', '命', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['股海情殇', ['股海', '情殇', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['十月围城', ['十月', '围城', '空', '空', '空'], ['港澳台电影', '电影类'], ['江苏电视台新闻综合卫视频道']]
['碟中谍第四部', ['碟中谍', '第四部', '空', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['家有辣嫂', ['家有', '辣嫂', '空', '空', '空'], ['内地电影', '电影类'], ['四川广播电视台卫视频道']]
['食来孕转', ['食来', '孕转', '空', '空', '空'], ['都市生活', '电视剧类'], ['陕西电视台卫视频道']]
['沙家浜', ['沙家浜', '空', '空', '空', '空'], ['地方戏曲', '戏剧类'], ['中央电视台戏曲频道']]
['战将周希汉', ['战将', '周希汉', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['喜盈门', ['喜盈门', '空', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['杀机四伏', ['杀机', '四伏', '空', '空', '空'], ['内地电影', '电影类'], ['四川广播电视台卫视频道']]
['玩命魔术', ['玩命', '魔术', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['风暴', ['风暴', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['晚秋', ['晚秋', '空', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['证人', ['证人', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['彩象岛女孩', ['彩象', '岛', '女孩', '空', '空'], ['爱情言情', '电视剧类'], ['中央电视台电视剧频道']]
['非常故事汇', ['非常', '故事', '汇', '空', '空'], ['综艺其它', '综艺类'], ['安徽广播电视台卫视频道']]
['喜羊羊与灰太狼之羊羊小心愿', ['喜羊羊', '与', '灰', '太', '狼'], ['动画', '青少类'], ['中央电视台少儿频道']]
['足总杯颁奖仪式', ['足总杯', '颁奖仪式', '空', '空', '空'], ['体育类', '颁奖仪式'], ['BTV-体育高清']]
['故事大王', ['故事', '大王', '空', '空', '空'], ['专题类', '专题其它'], ['辽宁广播电视台卫视频道']]
['刘伯承元帅', ['刘伯承', '元帅', '空', '空', '空'], ['人物传记', '电视剧类'], ['广东电视台卫视频道']]
['天地英雄', ['天地英雄', '空', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['国际乒联职业巡回赛', ['国际乒联', '职业', '巡回赛', '空', '空'], ['体育类', '乒乓球'], ['中央电视台体育频道']]
['环球视线', ['环球', '视线', '空', '空', '空'], ['新闻/时事类', '新闻评述'], ['中央电视台新闻频道']]
['超级老师', ['超级', '老师', '空', '空', '空'], ['真人秀', '综艺类'], ['陕西电视台卫视频道']]
['欢乐驿站', ['欢乐', '驿站', '空', '空', '空'], ['综艺其它', '综艺类'], ['内蒙古电视台卫视频道']]
['怒放之青春再见', ['怒放', '之', '青春', '再见', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['绝胜天良', ['绝胜', '天良', '空', '空', '空'], ['反腐倡廉', '电视剧类'], ['新疆电视台汉语卫视频道']]
['情迷大话王', ['情迷', '大话', '王', '空', '空'], ['港澳台电影', '电影类'], ['BTV-影视']]
['玻璃之城', ['玻璃', '之', '城', '空', '空'], ['港澳台电影', '电影类'], ['BTV-影视']]
['解码电影院', ['解码', '电影院', '空', '空', '空'], ['电影其它', '电影类'], ['中央电视台电影频道']]
['上海工匠', ['上海', '工匠', '空', '空', '空'], ['专题类', '专题片'], ['上海广播电视台东方卫视频道']]
['非诚勿扰第二部', ['非诚', '勿扰', '第二部', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['江南', ['江南', '空', '空', '空', '空'], ['专题类', '专题片'], ['浙江电视台卫视频道']]
['美味聊吧', ['美味', '聊', '吧', '空', '空'], ['生活服务类', '饮食'], ['海南广播电视台旅游卫视频道']]
['和平战士', ['和平', '战士', '空', '空', '空'], ['战争', '电视剧类'], ['贵州电视台卫视频道']]
['南粤警视', ['南粤', '警视', '空', '空', '空'], ['法治类', '法治纪实'], ['广东电视台卫视频道']]
['黄飞鸿第六部', ['黄飞鸿', '第六部', '空', '空', '空'], ['港澳台电影', '电影类'], ['广东电视台卫视频道']]
['观众朋友们谢谢观赏', ['观众', '朋友', '们', '谢谢', '观赏'], ['其它类', '再见'], ['广西电视台卫视频道']]
['黄金福将', ['黄金', '福将', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['青海新闻联播', ['青海', '新闻联播', '空', '空', '空'], ['新闻/时事类', '综合新闻'], ['青海电视台卫视频道']]
['虎口脱险', ['虎口脱险', '空', '空', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['闺蜜日记', ['闺蜜', '日记', '空', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['屋塔房王世子', ['屋塔房', '王世子', '空', '空', '空'], ['爱情言情', '电视剧类'], ['天津广播电视台卫视频道']]
['末路姐妹', ['末路', '姐妹', '空', '空', '空'], ['内地电影', '电影类'], ['江西电视台卫视频道']]
['首映庆典', ['首映', '庆典', '空', '空', '空'], ['综艺其它', '综艺类'], ['浙江电视台卫视频道']]
['新闻眼', ['新闻', '眼', '空', '空', '空'], ['新闻/时事类', '综合新闻'], ['江苏电视台新闻综合卫视频道']]
['辉煌十二五系列报告会', ['辉煌', '十二五', '系列', '报告会', '空'], ['新闻/时事类', '大型新闻活动'], ['中央电视台新闻综合频道']]
['我在北京挺好的', ['我', '在', '北京', '挺', '好'], ['奋斗励志', '电视剧类'], ['陕西电视台卫视频道']]
['双姝泪', ['双姝泪', '空', '空', '空', '空'], ['内地电影', '电影类'], ['四川广播电视台卫视频道']]
['直播上海', ['直播', '上海', '空', '空', '空'], ['新闻/时事其它', '新闻/时事类'], ['上海广播电视台东方卫视频道']]
['美丽中国', ['美丽', '中国', '空', '空', '空'], ['专题类', '专题片'], ['CCTV-6高清']]
['蜜色之肤', ['蜜色', '之肤', '空', '空', '空'], ['电影其它', '电影类'], ['CCTV-6高清']]
['花红花火', ['花', '红花', '火', '空', '空'], ['近代传奇', '电视剧类'], ['河北电视台卫视频道']]
['女人的村庄', ['女人', '的', '村庄', '空', '空'], ['农村', '电视剧类'], ['中央电视台电视剧频道']]
['挑战不可能', ['挑战', '不', '可能', '空', '空'], ['真人秀', '综艺类'], ['中央电视台新闻综合频道']]
['冲天飞豹', ['冲天', '飞豹', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['子夜叹息', ['子夜', '叹息', '空', '空', '空'], ['内地电影', '电影类'], ['四川广播电视台卫视频道']]
['野蛮秘笈', ['野蛮', '秘笈', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['庆祝新疆维吾尔自治区成立60周年文艺晚会', ['庆祝', '新疆维吾尔自治区', '成立', '60', '周年'], ['综艺晚会', '综艺类'], ['中央电视台综艺频道']]
['闪亮茗天', ['闪亮', '茗', '天', '空', '空'], ['爱情言情', '电视剧类'], ['深圳市电视台卫视频道']]
['女足世界杯中国队出征仪式', ['女足', '世界杯', '中国队', '出征', '仪式'], ['体育其它', '体育类'], ['中央电视台体育频道']]
['黑暗中的舞者', ['黑暗', '中', '的', '舞者', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['笑星撞地球', ['笑星', '撞', '地球', '空', '空'], ['真人秀', '综艺类'], ['BTV-文艺']]
['世界华人炎帝故里寻根节', ['世界华人', '炎帝', '故里', '寻根', '节'], ['专题类', '专题其它'], ['中央电视台中文国际频道亚洲版']]
['神偷特工', ['神偷', '特工', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['卖花姑娘', ['卖花', '姑娘', '空', '空', '空'], ['亚洲国家电影', '电影类'], ['中央电视台电影频道']]
['火线追凶二系列电影', ['火线', '追凶', '二', '系列', '电影'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['天天体育', ['天天', '体育', '空', '空', '空'], ['体育新闻', '体育类'], ['BTV-体育']]
['寻找原汁原味老字号', ['寻找', '原汁原味', '老字号', '空', '空'], ['生活服务类', '饮食'], ['BTV-财经']]
['蓝霹雳', ['蓝', '霹雳', '空', '空', '空'], ['其它国家电影', '电影类'], ['安徽广播电视台卫视频道']]
['危情拯救', ['危情', '拯救', '空', '空', '空'], ['内地电影', '电影类'], ['广东电视台卫视频道']]
['毒花劫', ['毒花', '劫', '空', '空', '空'], ['内地电影', '电影类'], ['广东电视台卫视频道']]
['极速少年小学生30人31足全国大会', ['极速', '少年', '小学生', '30', '人'], ['青少综艺', '青少类'], ['中央电视台财经频道']]
['虎头要塞图纸', ['虎头', '要塞', '图纸', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
['精武英雄', ['精武', '英雄', '空', '空', '空'], ['港澳台电影', '电影类'], ['中央电视台电影频道']]
['单身男女', ['单身男女', '空', '空', '空', '空'], ['港澳台电影', '电影类'], ['BTV-影视']]
['新闻早报', ['新闻', '早报', '空', '空', '空'], ['新闻/时事类', '综合新闻'], ['吉林电视台卫视频道']]
['甜蜜谎言', ['甜蜜', '谎言', '空', '空', '空'], ['内地电影', '电影类'], ['广东电视台卫视频道']]
['五朵金花', ['五朵', '金花', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台音乐频道']]
['肖申克的救赎', ['肖申克', '的', '救赎', '空', '空'], ['其它国家电影', '电影类'], ['中央电视台电影频道']]
['血战残阳', ['血战', '残阳', '空', '空', '空'], ['内地电影', '电影类'], ['中央电视台电影频道']]
